implementation,command,sample,wall_us,user_us,system_us,peak_rss_kib,minor_faults,major_faults,voluntary_context_switches,involuntary_context_switches
go,root-help,0,6631.167,3199.000,5332.000,13436,819,0,76,0
rust,root-help,0,3218.116,0.000,3154.000,6772,351,0,1,0
rust,root-help,1,3226.871,1052.000,2105.000,6644,350,0,1,0
go,root-help,1,5929.760,4900.000,2940.000,13176,749,0,67,0
go,root-help,2,6136.658,2953.000,4922.000,13304,793,0,64,0
rust,root-help,2,3200.284,0.000,3128.000,6584,349,0,1,0
rust,root-help,3,2279.401,0.000,2170.000,6556,351,0,1,0
go,root-help,3,8655.641,3100.000,7233.000,13432,798,0,79,0
go,root-help,4,6526.011,2089.000,6269.000,13556,837,0,70,2
rust,root-help,4,2657.953,850.000,1701.000,6672,350,0,1,1
rust,root-help,5,3772.848,1237.000,2474.000,6600,348,0,1,0
go,root-help,5,7324.591,4841.000,4841.000,13172,768,0,74,0
go,root-help,6,6128.943,5810.000,2324.000,13524,852,0,68,0
rust,root-help,6,2328.294,0.000,2254.000,6452,351,0,1,0
rust,root-help,7,2157.434,0.000,2071.000,6720,349,0,1,0
go,root-help,7,8615.014,3204.000,7476.000,13276,804,0,92,0
go,root-help,8,6660.242,2278.000,5695.000,13564,827,0,74,0
rust,root-help,8,3543.778,1132.000,2264.000,6792,351,0,1,1
rust,root-help,9,3002.000,944.000,1889.000,6648,349,0,1,1
go,root-help,9,6513.817,1020.000,7146.000,13204,765,0,74,0
go,root-help,10,6462.451,5797.000,2319.000,13152,806,0,77,0
rust,root-help,10,2965.922,0.000,2866.000,6548,349,0,1,0
rust,root-help,11,3503.293,0.000,3392.000,6676,351,0,1,0
go,root-help,11,4522.126,4497.000,1499.000,13428,815,0,61,0
go,root-help,12,8255.109,4683.000,5854.000,13548,842,0,82,0
rust,root-help,12,3936.316,0.000,3835.000,6572,349,0,1,0
rust,root-help,13,2514.503,0.000,2404.000,6712,349,0,1,0
go,root-help,13,9008.434,4698.000,7048.000,13308,802,0,93,0
go,root-help,14,7076.154,2181.000,6543.000,13532,836,0,84,0
rust,root-help,14,3482.162,849.000,2547.000,6692,351,0,1,0
rust,root-help,15,3595.886,1158.000,2316.000,6740,351,0,1,1
go,root-help,15,5922.317,1540.000,6162.000,13244,799,0,68,1
go,root-help,16,5861.251,2257.000,5643.000,13164,769,0,69,0
rust,root-help,16,2466.464,793.000,1586.000,6680,350,0,1,0
rust,root-help,17,3604.271,0.000,3535.000,6592,349,0,1,0
go,root-help,17,8202.770,4143.000,6215.000,13212,805,0,79,0
go,root-help,18,9314.849,4413.000,7356.000,13420,802,0,97,0
rust,root-help,18,4323.923,2106.000,2106.000,6452,349,0,1,0
rust,root-help,19,2722.995,0.000,2601.000,6800,351,0,1,0
go,root-help,19,6460.418,1998.000,6993.000,13308,813,0,70,0
go,root-help,20,8972.957,2204.000,8818.000,13564,822,0,82,1
rust,root-help,20,2608.600,837.000,1675.000,6496,349,0,1,0
rust,root-help,21,3473.125,1133.000,2266.000,6396,355,0,1,0
go,root-help,21,6495.271,2700.000,6751.000,13164,773,0,71,0
go,root-help,22,8398.518,5885.000,4904.000,13532,837,0,91,0
rust,root-help,22,4194.961,1644.000,2466.000,6632,349,0,1,0
rust,root-help,23,3749.384,1220.000,2441.000,6604,351,0,1,0
go,root-help,23,9007.792,6598.000,5498.000,13532,847,0,92,0
go,root-help,24,7901.133,5607.000,4486.000,13292,794,0,74,1
rust,root-help,24,3351.687,0.000,3194.000,6548,349,0,1,1
rust,root-help,25,2011.048,0.000,1902.000,6284,351,0,1,0
go,root-help,25,6185.330,3466.000,4621.000,13176,746,0,64,0
go,root-help,26,7346.752,6230.000,3115.000,13476,806,0,71,0
rust,root-help,26,2414.346,0.000,2301.000,6736,351,0,1,1
rust,root-help,27,2308.387,1113.000,1113.000,6660,349,0,1,0
go,root-help,27,5704.978,2749.000,4582.000,13240,803,0,73,0
go,root-help,28,8143.689,6304.000,4202.000,13420,816,0,76,0
rust,root-help,28,3376.514,0.000,3258.000,6632,351,0,1,0
rust,root-help,29,2184.593,1045.000,1045.000,6624,350,0,1,0
go,root-help,29,6755.321,4452.000,3339.000,13544,833,0,65,2
go,root-help,30,5328.640,1971.000,4929.000,13272,831,0,72,0
rust,root-help,30,2437.570,1185.000,1185.000,6600,349,0,1,0
rust,root-help,31,1857.730,0.000,1800.000,6800,351,0,1,0
go,root-help,31,5922.667,1735.000,6072.000,13420,829,0,60,2
go,root-help,32,6535.046,0.000,8282.000,13436,804,0,62,0
rust,root-help,32,3540.412,1713.000,1713.000,6668,349,0,1,0
rust,root-help,33,2286.656,0.000,2204.000,6660,350,0,1,0
go,root-help,33,8223.619,3096.000,7224.000,13404,794,0,87,0
go,root-help,34,7461.808,3553.000,5923.000,13564,836,0,71,0
rust,root-help,34,2624.401,1699.000,849.000,6684,350,0,1,0
rust,root-help,35,3535.162,2300.000,1150.000,6492,350,0,1,0
go,root-help,35,6596.552,4195.000,4195.000,13556,827,0,79,0
go,root-help,36,6747.978,5049.000,3786.000,13148,754,0,80,0
rust,root-help,36,2437.659,1181.000,1181.000,6840,350,0,1,0
rust,root-help,37,2889.108,926.000,1853.000,6688,350,0,1,0
go,root-help,37,5330.264,3120.000,4160.000,13420,829,0,70,2
go,root-help,38,8008.775,2252.000,5632.000,13104,751,0,48,0
rust,root-help,38,3477.754,0.000,3381.000,6732,350,0,1,1
rust,root-help,39,2294.470,0.000,2215.000,6588,350,0,1,0
go,root-help,39,6447.513,4038.000,4038.000,13532,822,0,75,0
go,root-help,40,6060.816,2180.000,5451.000,13404,788,0,68,2
rust,root-help,40,3658.041,1191.000,2382.000,6520,350,0,1,0
rust,root-help,41,1628.720,0.000,1534.000,6704,351,0,1,0
go,root-help,41,6646.446,4820.000,3615.000,13304,783,0,73,0
go,root-help,42,5217.171,1679.000,4197.000,13436,797,0,69,1
rust,root-help,42,4271.596,2065.000,2065.000,6668,350,0,1,1
rust,root-help,43,1796.655,0.000,1679.000,6760,350,0,1,0
go,root-help,43,4753.912,2138.000,4277.000,13020,762,0,66,0
go,root-help,44,4871.002,2368.000,3552.000,13212,803,0,60,0
rust,root-help,44,2556.431,0.000,1981.000,6700,350,0,1,1
rust,root-help,45,1789.743,844.000,844.000,6556,353,0,1,0
go,root-help,45,4216.561,5481.000,0.000,13180,751,0,58,0
go,root-help,46,4026.955,2078.000,3118.000,13148,746,0,45,0
rust,root-help,46,1911.261,0.000,1860.000,6496,349,0,1,0
rust,root-help,47,1768.453,858.000,858.000,6472,352,0,1,0
go,root-help,47,4190.373,1584.000,3960.000,13600,838,0,56,0
go,root-help,48,4725.296,2011.000,4022.000,13468,834,0,59,0
rust,root-help,48,2402.012,0.000,2354.000,6668,350,0,1,0
rust,root-help,49,2013.272,0.000,1965.000,6688,350,0,1,0
go,root-help,49,6098.287,3255.000,4340.000,13416,793,0,73,1
go,root-help,50,5596.425,1113.000,5566.000,13560,829,0,76,1
rust,root-help,50,1869.501,0.000,1790.000,6344,350,0,1,1
rust,root-help,51,1609.183,0.000,1540.000,6856,351,0,1,0
go,root-help,51,4593.299,3922.000,1307.000,13292,801,0,57,1
go,root-help,52,5700.769,2074.000,5186.000,13604,858,0,74,0
rust,root-help,52,2410.038,1160.000,1160.000,6476,349,0,1,0
rust,root-help,53,1644.239,0.000,1570.000,6712,348,0,1,0
go,root-help,53,4466.119,4087.000,1362.000,13604,836,0,58,0
go,root-help,54,4641.330,771.000,4626.000,13436,819,0,59,2
rust,root-help,54,1866.777,0.000,1811.000,6656,351,0,1,0
rust,root-help,55,2004.915,967.000,967.000,6528,350,0,1,0
go,root-help,55,4262.397,2563.000,2563.000,13404,818,0,59,0
go,root-help,56,4410.376,2680.000,2680.000,13432,817,0,58,0
rust,root-help,56,1742.825,0.000,1691.000,6652,350,0,1,0
rust,root-help,57,1528.260,0.000,1476.000,6548,350,0,1,0
go,root-help,57,3921.427,1624.000,3249.000,13420,836,0,57,0
go,root-help,58,4333.461,2735.000,2735.000,13428,804,0,57,0
rust,root-help,58,1799.352,0.000,1756.000,6648,350,0,1,0
rust,root-help,59,1387.266,0.000,1349.000,6600,352,0,1,0
go,root-help,59,6560.164,2562.000,2562.000,13276,770,0,54,0
go,root-help,60,4559.656,0.000,5725.000,13308,783,0,54,0
rust,root-help,60,2396.362,0.000,2343.000,6716,349,0,1,0
rust,root-help,61,1892.095,0.000,1858.000,6632,350,0,1,0
go,root-help,61,4212.563,2690.000,2690.000,13180,757,0,55,0
go,root-help,62,5624.497,1286.000,5789.000,13420,795,0,69,0
rust,root-help,62,2391.703,1163.000,1163.000,6672,349,0,1,0
rust,root-help,63,3087.210,0.000,3035.000,6828,352,0,1,0
go,root-help,63,5630.508,2404.000,4809.000,13564,836,0,67,0
go,root-help,64,6786.039,2259.000,6779.000,13564,853,0,70,0
rust,root-help,64,2582.391,1246.000,1246.000,6680,351,0,1,0
rust,root-help,65,2459.851,0.000,2380.000,6648,349,0,1,0
go,root-help,65,4200.792,3199.000,2399.000,13420,807,0,59,0
go,root-help,66,5070.375,2120.000,4240.000,13440,811,0,61,0
rust,root-help,66,2463.859,0.000,2391.000,6544,349,0,1,0
rust,root-help,67,1942.861,1821.000,0.000,6412,356,0,1,1
go,root-help,67,5411.786,4033.000,2688.000,13560,830,0,64,0
go,root-help,68,4520.453,4297.000,1432.000,13204,795,0,62,0
rust,root-help,68,3267.499,0.000,2629.000,6696,351,0,1,1
rust,root-help,69,3060.810,1971.000,985.000,6560,349,0,1,1
go,root-help,69,6691.682,6203.000,2067.000,13436,798,0,81,1
go,root-help,70,6426.525,1136.000,6818.000,13432,811,0,74,0
rust,root-help,70,2475.991,0.000,2379.000,6852,351,0,1,0
rust,root-help,71,3239.706,0.000,3112.000,6480,350,0,1,0
go,root-help,71,5779.688,3064.000,4596.000,13164,769,0,71,0
go,root-help,72,5720.177,4836.000,2418.000,13420,805,0,70,0
rust,root-help,72,2549.460,0.000,2467.000,6716,350,0,1,0
rust,root-help,73,3341.047,1086.000,2173.000,6812,351,0,1,1
go,root-help,73,5574.102,4562.000,2737.000,13276,776,0,66,0
