implementation,command,sample,wall_us,user_us,system_us,peak_rss_kib,minor_faults,major_faults,voluntary_context_switches,involuntary_context_switches
rust,episodes-create-help,280,2202.578,0.000,1849.000,6872,353,0,1,2
rust,episodes-create-help,281,1540.975,1482.000,0.000,6656,351,0,1,2
go,episodes-create-help,281,4256.937,1934.000,1934.000,13276,703,0,39,33
go,episodes-create-help,282,3933.280,1929.000,1929.000,13304,684,0,39,33
rust,episodes-create-help,282,2161.871,0.000,1743.000,6716,350,0,1,2
rust,episodes-create-help,283,1434.805,0.000,1376.000,6740,352,0,1,2
go,episodes-create-help,283,4551.821,2229.000,2229.000,13224,693,0,43,40
go,episodes-create-help,284,4213.045,4133.000,0.000,13292,702,0,39,33
rust,episodes-create-help,284,2256.509,0.000,1821.000,6804,351,0,1,2
rust,episodes-create-help,285,1793.029,0.000,1735.000,6724,353,0,1,1
go,episodes-create-help,285,4591.476,1665.000,2497.000,13212,693,0,44,35
go,episodes-create-help,286,3937.436,2706.000,902.000,13300,688,0,33,28
rust,episodes-create-help,286,1542.779,0.000,1492.000,6740,352,0,1,2
rust,episodes-create-help,287,1447.669,0.000,1403.000,6492,357,0,1,1
go,episodes-create-help,287,4055.971,1831.000,1831.000,13308,693,0,40,33
go,episodes-create-help,288,3572.581,1751.000,1751.000,13276,689,0,14,8
rust,episodes-create-help,288,1900.058,790.000,790.000,6536,354,0,1,2
rust,episodes-create-help,289,1373.790,0.000,1330.000,6944,355,0,1,2
go,episodes-create-help,289,4521.364,4439.000,0.000,13308,689,0,16,12
go,episodes-create-help,290,5626.449,2017.000,3026.000,13312,705,0,48,43
rust,episodes-create-help,290,2333.896,0.000,2252.000,6860,350,0,1,2
rust,episodes-create-help,291,2358.531,1117.000,1117.000,6816,350,0,1,2
go,episodes-create-help,291,5544.907,3263.000,2175.000,13276,697,0,44,39
go,episodes-create-help,292,6043.053,925.000,4628.000,13312,703,0,17,12
rust,episodes-create-help,292,2441.005,781.000,1562.000,6840,350,0,1,2
rust,episodes-create-help,293,2384.180,0.000,2285.000,6580,352,0,1,2
go,episodes-create-help,293,5413.679,1769.000,3538.000,13236,693,0,35,29
go,episodes-create-help,294,6533.395,3996.000,1998.000,13276,692,0,51,43
rust,episodes-create-help,294,2410.258,0.000,2349.000,6684,352,0,1,1
rust,episodes-create-help,295,1852.852,0.000,1781.000,6820,353,0,1,2
go,episodes-create-help,295,3861.575,3794.000,0.000,13300,715,0,42,35
go,episodes-create-help,296,3681.616,1810.000,1810.000,13304,696,0,14,10
rust,episodes-create-help,296,2007.251,833.000,833.000,6740,352,0,1,2
rust,episodes-create-help,297,1533.271,728.000,728.000,6756,350,0,1,3
go,episodes-create-help,297,4222.102,3786.000,0.000,13276,697,0,44,36
go,episodes-create-help,298,4020.823,988.000,2966.000,13300,704,0,37,33
rust,episodes-create-help,298,1956.356,0.000,1530.000,6488,357,0,1,2
rust,episodes-create-help,299,1462.367,0.000,1421.000,6864,351,0,1,1
go,episodes-create-help,299,3838.522,1879.000,1879.000,13292,693,0,39,35
